accuracy,balanced_accuracy,corpus_version,dataset,dataset_display,fn,fp,fpr,inference_seconds,inference_seconds_per_sample,macro_f1,model,model_seed,n_benign,n_phishing,n_samples,partition_seed,pr_auc,precision,recall,repetition,roc_auc,scenario,scenario_key,selected_candidate,selected_params_json,threshold,tn,total_run_seconds,tp,tuning_seconds,validation_macro_f1,validation_roc_auc,feature_set,n_features,feature_names_json,shap_setup_seconds,shap_explain_seconds,shap_cohort_size,shap_background_size,shap_seconds_per_sample,model_output_scale,brier_score,ece_15,inverted_roc_auc,log_loss,model_classes_json,persisted_roc_auc,persisted_pr_auc,roc_auc_persistence_difference,pr_auc_persistence_difference,threshold_prediction_mismatches_after_persistence,prediction_path
0.9909870620729756,0.979936224623166,master,iscx_url2016_binary,ISCX-URL2016-binary,59,3,0.0005567928730512,0.007662099999834,1.1138392207928516e-06,0.9865434408163554,lr,20261001,5388,1491,6879,20260902.0,0.990564662628978,0.9979094076655052,0.960429242119383,r00,0.9949268737891342,S3-domain,s3,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.86,5385,5.062369100000069,1432,5.027677399999902,0.7506881356534181,0.807189342563085,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.0011488000000099,0.0050593999999364,200.0,200.0,2.5296999999682e-05,raw_log_odds,0.060837931535569205,0.0868512413345832,0.005073126210865789,0.16403645624763674,,0.9949268737891344,0.9905646626289778,1.1102230246251565e-16,-2.220446049250313e-16,0,${EXPERIMENT_ROOT}\part4_baseline_models\predictions\internal\iscx_url2016_binary\s3\r00\lr.parquet
0.9927315016717546,0.9866283820219012,,iscx_url2016_binary,,36,14,0.0025983667409057,0.001635399999941,2.377380433116733e-07,0.9892388104904312,lr,20261001,5388,1491,6879,,0.9927192408634952,0.9904697072838666,0.9758551307847082,r00,0.9958490114156854,S3-domain,s3,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.73,5374,,1455,3.3019044999996368,0.7465034990323145,0.7839510291707161,f_dcss_10,10,"[""subdomain_depth"", ""token_count"", ""char_type_transition_count"", ""dot_count"", ""hyphen_count"", ""special_char_count"", ""registrable_domain_length"", ""slash_count"", ""url_length"", ""special_char_ratio""]",,,,,,,0.046817433647752524,0.0769456894282071,0.0041509885843146,0.13228069600887868,"[0, 1]",0.9958490114156854,0.9927192408634951,0.0,-1.1102230246251565e-16,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\internal\iscx_url2016_binary\s3\r00\lr\f_dcss_10.parquet
0.98430004361099,0.97688021223107,,iscx_url2016_binary,,54,54,0.010022271714922,0.0026254000000012,3.816543102196862e-07,0.97688021223107,lr,20261001,5388,1491,6879,,0.987616586829698,0.9637826961770624,0.9637826961770624,r00,0.9936431257677218,S3-domain,s3,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.84,5334,,1437,4.145272500000001,0.7493418287206035,0.7961335698793578,f_dcss_15,15,"[""subdomain_depth"", ""token_count"", ""char_type_transition_count"", ""dot_count"", ""hyphen_count"", ""special_char_count"", ""registrable_domain_length"", ""slash_count"", ""url_length"", ""percent_sign_count"", ""tld_length"", ""special_char_ratio"", ""letter_count"", ""digit_ratio"", ""equals_sign_count""]",,,,,,,0.07581820292168014,0.09842223460913697,0.006356874232278103,0.20254189611445095,"[0, 1]",0.9936431257677218,0.9876165868296979,0.0,-1.1102230246251565e-16,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\internal\iscx_url2016_binary\s3\r00\lr\f_dcss_15.parquet
0.9880796627416776,0.9792929813476254,,iscx_url2016_binary,,54,28,0.0051967334818114,0.0021655000000464,3.1479866260306e-07,0.982334311868774,lr,20261001,5388,1491,6879,,0.98955868843339,0.9808873720136518,0.9637826961770624,r00,0.994512484458844,S3-domain,s3,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.84,5360,,1437,3.6982026000000583,0.7505277198929288,0.8043041201515896,f_dcss_20,20,"[""subdomain_depth"", ""token_count"", ""char_type_transition_count"", ""dot_count"", ""hyphen_count"", ""special_char_count"", ""registrable_domain_length"", ""slash_count"", ""percent_sign_count"", ""special_char_ratio"", ""url_length"", ""letter_count"", ""tld_length"", ""digit_ratio"", ""equals_sign_count"", ""domain_hyphen_ratio"", ""question_mark_count"", ""url_char_entropy"", ""query_length"", ""domain_digit_ratio""]",,,,,,,0.06802910272914421,0.09213725379771597,0.0054875155411558685,0.18250636666513853,"[0, 1]",0.994512484458844,0.98955868843339,0.0,0.0,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\internal\iscx_url2016_binary\s3\r00\lr\f_dcss_20.parquet
0.9914231719726704,0.9804571676532844,,iscx_url2016_binary,,58,1,0.0001855976243504,0.0015391000000004,2.2373891554011625e-07,0.9871913692018928,lr,20261001,5388,1491,6879,,0.9956303093501858,0.999302649930265,0.9610999329309188,r00,0.9972085669174662,S3-domain,s3,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.86,5387,,1433,4.3873457,0.7453312979801332,0.7834631372284383,f_mi,15,"[""url_length"", ""subdomain_depth"", ""token_count"", ""special_char_count"", ""path_length"", ""hostname_length"", ""dot_count"", ""char_type_transition_count"", ""hyphen_count"", ""token_mean_length"", ""special_char_ratio"", ""digit_ratio"", ""letter_ratio"", ""longest_repeated_char_run"", ""letter_count""]",,,,,,,0.009982365199981707,0.030766311197681206,0.002791433082533806,0.0504639096304302,,0.9972085669174662,0.9956303093501858,0.0,0.0,0,${EXPERIMENT_ROOT}\part8_traditional_baselines_and_error_analysis\predictions\internal\iscx_url2016_binary\s3\r00\lr\f_mi.parquet
0.9443233028056404,0.9557263775675582,,iscx_url2016_binary,,36,347,0.0644023756495916,0.0012019000000691,1.7472016282441417e-07,0.9235472485106097,lr,20261001,5388,1491,6879,,0.9889710554992026,0.8074361820199778,0.9758551307847082,r00,0.9942132378532516,S3-domain,s3,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.8,5041,,1455,3.1499118000001545,0.7502288373527879,0.7988659161186606,f_permutation,15,"[""subdomain_depth"", ""dot_count"", ""token_count"", ""char_type_transition_count"", ""slash_count"", ""hyphen_count"", ""special_char_ratio"", ""tld_length"", ""registrable_domain_length"", ""query_length"", ""equals_sign_count"", ""special_char_count"", ""letter_count"", ""url_length"", ""question_mark_count""]",,,,,,,0.0826499612938146,0.1029746396881725,0.0057867621467483435,0.22189883348302822,,0.9942132378532516,0.9889710554992026,0.0,0.0,0,${EXPERIMENT_ROOT}\part8_traditional_baselines_and_error_analysis\predictions\internal\iscx_url2016_binary\s3\r00\lr\f_permutation.parquet
0.9944759412705336,0.9879845143615964,,iscx_url2016_binary,,35,3,0.0005567928730512,0.0012547999999981,1.8241023404537185e-07,0.9918013649650604,lr,20261001,5388,1491,6879,20260902.0,0.992147640044904,0.997943797121316,0.976525821596244,r00,0.9954353689571228,S3-domain,s3,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.76,5385,4.0293782,1456,3.826732100000001,0.7494576127096759,0.8025847677562459,f_single,15,"[""subdomain_depth"", ""token_count"", ""dot_count"", ""registrable_domain_length"", ""hyphen_count"", ""char_type_transition_count"", ""special_char_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""special_char_ratio"", ""query_length"", ""letter_count"", ""domain_hyphen_ratio"", ""path_length""]",0.0016120999999991,0.0062409999999992,200.0,200.0,3.120499999999637e-05,raw_log_odds,0.04813188966498935,0.07833344382095822,0.00456463104287691,0.13637398344429066,,0.995435368957123,0.992147640044904,2.220446049250313e-16,0.0,0,${EXPERIMENT_ROOT}\part6_stable_feature_selection\predictions\iscx_url2016_binary\s3\r00\lr\f_single.parquet
0.9934583515045792,0.9892752954251118,,iscx_url2016_binary,,27,18,0.0033407572383073,0.0012321000000028,1.791103358050363e-07,0.9903456561066286,lr,20261001,5388,1491,6879,20260902.0,0.992853378661097,0.9878542510121456,0.9818913480885312,r00,0.9957211718716156,S3-domain,s3,lr_c1,"{""C"": 1.0, ""class_weight"": null}",0.67,5370,4.5006588,1464,4.320436300000001,0.7483884378959338,0.7966220924989137,f_stable,11,"[""subdomain_depth"", ""token_count"", ""dot_count"", ""registrable_domain_length"", ""char_type_transition_count"", ""special_char_count"", ""hyphen_count"", ""slash_count"", ""equals_sign_count"", ""special_char_ratio"", ""question_mark_count""]",0.0008076999999957,0.0053454999999971,200.0,200.0,2.672749999998558e-05,raw_log_odds,0.04273006482529358,0.07408450524190344,0.0042788281283842634,0.12483151509882638,,0.9957211718716157,0.992853378661097,1.1102230246251565e-16,0.0,0,${EXPERIMENT_ROOT}\part6_stable_feature_selection\predictions\iscx_url2016_binary\s3\r00\lr\f_stable.parquet
0.998691670300916,0.9969818913480886,master,iscx_url2016_binary,ISCX-URL2016-binary,9,0,0.0,0.0480974000001879,6.9919174298863085e-06,0.9980691312213256,rf,20261001,5388,1491,6879,20260902.0,0.9999791813144294,1.0,0.993963782696177,r00,0.9999941495047991,S3-domain,s3,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.73,5388,8.816732299999785,1482,8.749395999999706,0.998066511046646,0.9991497208937706,f_all,35,"[""url_length"", ""hostname_length"", ""path_length"", ""query_length"", ""fragment_length"", ""digit_count"", ""letter_count"", ""special_char_count"", ""digit_ratio"", ""letter_ratio"", ""special_char_ratio"", ""dot_count"", ""hyphen_count"", ""underscore_count"", ""slash_count"", ""question_mark_count"", ""equals_sign_count"", ""percent_sign_count"", ""at_sign_count"", ""subdomain_depth"", ""path_segment_count"", ""query_parameter_count"", ""has_port"", ""has_userinfo"", ""host_is_ip"", ""tld_length"", ""registrable_domain_length"", ""domain_digit_ratio"", ""domain_hyphen_ratio"", ""url_char_entropy"", ""longest_repeated_char_run"", ""char_type_transition_count"", ""token_count"", ""token_mean_length"", ""token_max_length""]",0.0118328999997174,3.1985829000000194,200.0,200.0,0.0159929145,positive_class_probability,0.01613871439492316,0.06037716758396671,5.850495200851255e-06,0.07118817709526153,,0.9999941495047991,0.9999791813144294,0.0,0.0,0,${EXPERIMENT_ROOT}\part4_baseline_models\predictions\internal\iscx_url2016_binary\s3\r00\rf.parquet
0.9947666812036632,0.987927565392354,,iscx_url2016_binary,,36,0,0.0,0.0440397000002121,6.4020497165594096e-06,0.9922252034964544,rf,20261001,5388,1491,6879,,0.9994167485706904,1.0,0.9758551307847082,r00,0.9997225371531342,S3-domain,s3,rf_unlimited_leaf5_balanced,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.85,5388,,1455,6.332659100000001,0.9959102885206242,0.9983797900727612,f_dcss_10,10,"[""subdomain_depth"", ""url_length"", ""dot_count"", ""hyphen_count"", ""path_length"", ""hostname_length"", ""token_count"", ""longest_repeated_char_run"", ""special_char_count"", ""token_max_length""]",,,,,,,0.004004714638785495,0.023565956982489415,0.00027746284686590213,0.027143907989571923,"[0, 1]",0.9997225371531342,0.9994167485706904,0.0,0.0,0,${EXPERIMENT_ROOT}\part11_dcss_innovation\predictions\main_comparison\internal\iscx_url2016_binary\s3\r00\rf\f_dcss_10.parquet
