source_dataset,target_dataset,repetition,model,feature_set,n_samples,source_threshold,source_threshold_macro_f1,oracle_target_threshold,oracle_target_macro_f1,threshold_regret,brier_score,log_loss,ece_15
iscx_url2016_binary,phiusiil,r00,lr,f_all,234382,0.86,0.2863833315622346,0.9999964237213135,0.5075285672625576,0.22114523570032296,0.5829983942695895,6.3953776316173885,0.5867040354370123
iscx_url2016_binary,phiusiil,r00,lr,f_single,234382,0.76,0.28781783266080024,0.9999934893432063,0.5332646228534634,0.2454467901926632,0.5856998551535685,5.998049357439247,0.5899358968601438
iscx_url2016_binary,phiusiil,r00,lr,f_stable,234382,0.67,0.28783081644434994,0.9999678029231225,0.5302227628669361,0.2423919464225862,0.5875891601168645,6.198396487935394,0.5920788033332107
iscx_url2016_binary,phiusiil,r00,lr,f_mi,234382,0.86,0.2840237047898338,0.9999902188203318,0.5749802173355374,0.2909565125457036,0.5853427527721317,6.004765529345944,0.5901423607329023
iscx_url2016_binary,phiusiil,r00,lr,f_permutation,234382,0.8,0.28533556773037555,0.9999916688515279,0.5063577156416811,0.22102214791130553,0.5868060179052004,6.114755966403101,0.5911476382449073
iscx_url2016_binary,phiusiil,r00,rf,f_all,234382,0.73,0.2916704443114713,1.0000000000000002,0.36502664437948534,0.07335620006801402,0.5772560294557479,17.60653341613455,0.581407496942823
iscx_url2016_binary,phiusiil,r00,rf,f_single,234382,0.72,0.29171753556793867,1.0000000000000002,0.36502664437948534,0.07330910881154667,0.5790184294524443,19.519394576833445,0.582724692088447
iscx_url2016_binary,phiusiil,r00,rf,f_stable,234382,0.65,0.29297170764668795,0.9950171159606334,0.40218544367259856,0.10921373602591061,0.5787129241783714,16.92459308694063,0.5824741575787711
iscx_url2016_binary,phiusiil,r00,rf,f_mi,234382,0.82,0.2895577581764724,1.0000000000000002,0.36502664437948534,0.07546888620301295,0.5804357511491399,19.85391889441485,0.5837036693627607
iscx_url2016_binary,phiusiil,r00,rf,f_permutation,234382,0.62,0.2943999229319573,0.9996701784582794,0.37429881453287345,0.07989889160091612,0.5774482429019708,16.781568492148033,0.5807537945742705
iscx_url2016_binary,phiusiil,r00,xgb,f_all,234382,0.91,0.29483299135321833,0.9999957084655762,0.47979566865796663,0.1849626773047483,0.5785664805810766,6.969627884871605,0.5792697297783936
iscx_url2016_binary,phiusiil,r00,xgb,f_single,234382,0.87,0.29383230844784836,0.999990701675415,0.5634725782687301,0.26964026982088174,0.5797078736753304,6.5050169127000315,0.5808437847080015
iscx_url2016_binary,phiusiil,r00,xgb,f_stable,234382,0.79,0.2950705284369455,0.9998692274093628,0.5140867147505563,0.21901618631361086,0.5786283638232536,5.032076380435554,0.5794270130404564
iscx_url2016_binary,phiusiil,r00,xgb,f_mi,234382,0.95,0.2918395156100346,0.9999703168869019,0.423188967154694,0.13134945154465938,0.5806605629205143,5.7857262597609775,0.5818694080130513
iscx_url2016_binary,phiusiil,r00,xgb,f_permutation,234382,0.79,0.2946717142839947,0.9999384880065918,0.4756574974491103,0.1809857831651156,0.5784661506880701,5.116425481165987,0.579562069410768
iscx_url2016_binary,phiusiil,r01,lr,f_all,233296,0.66,0.2890859544072465,0.9999784231185913,0.5393392967734163,0.2502533423661698,0.5848260426891637,5.111553902419998,0.5892436314827846
iscx_url2016_binary,phiusiil,r01,lr,f_single,233296,0.71,0.28382327660306,0.9999428758443902,0.529580776481118,0.245757499878058,0.5891191857634074,4.540500665814435,0.5965751153994032
iscx_url2016_binary,phiusiil,r01,lr,f_stable,233296,0.9,0.2813745602848676,0.9999897795307187,0.5136016233112671,0.2322270630263995,0.583842182177392,5.567131780908308,0.5885802005460824
iscx_url2016_binary,phiusiil,r01,lr,f_mi,233296,0.45,0.290181641159826,0.9999350122032559,0.5854566695749436,0.2952750284151176,0.5876089586418471,5.111477926096115,0.5930745332087876
iscx_url2016_binary,phiusiil,r01,lr,f_permutation,233296,0.93,0.27402226950957254,0.9999770295246295,0.5339110526514503,0.2598887831418778,0.5877260721590376,4.330829616267562,0.5953454918185282
iscx_url2016_binary,phiusiil,r01,rf,f_all,233296,0.56,0.29348988065134507,1.0000000000000002,0.36610548968035733,0.07261560902901226,0.5810818131908937,18.286961606410586,0.5850503366526091
iscx_url2016_binary,phiusiil,r01,rf,f_single,233296,0.54,0.29245065569991874,1.0000000000000002,0.36610548968035733,0.0736548339804386,0.5826078299265562,19.862999776774007,0.5860654050224375
iscx_url2016_binary,phiusiil,r01,rf,f_stable,233296,0.65,0.29140406454924567,0.9998921824642086,0.367477637657025,0.07607357310777935,0.5819190995608648,17.381113934252955,0.5852127999034678
iscx_url2016_binary,phiusiil,r01,rf,f_mi,233296,0.56,0.29206633388459846,1.0000000000000002,0.36610548968035733,0.07403915579575887,0.5828106528509692,18.84740569974995,0.5860304085203752
iscx_url2016_binary,phiusiil,r01,rf,f_permutation,233296,0.61,0.2932201900734058,0.9997324755785244,0.40323728715286095,0.11001709707945517,0.5809789920917785,16.12207263857112,0.5839946986637186
iscx_url2016_binary,phiusiil,r01,xgb,f_all,233296,0.3,0.29495033137600374,0.9999954700469971,0.5108420627367144,0.21589173136071066,0.581613519687473,7.045079820744181,0.5823812212529422
iscx_url2016_binary,phiusiil,r01,xgb,f_single,233296,0.5,0.29449618966977137,0.9999940395355225,0.5100370526303999,0.21554086296062852,0.5814582258831593,6.815552446838282,0.582242919273288
iscx_url2016_binary,phiusiil,r01,xgb,f_stable,233296,0.62,0.2946113795376345,0.9999929666519165,0.5519179246721765,0.257306545134542,0.5810232107036594,6.596055878311574,0.5816733609099299
iscx_url2016_binary,phiusiil,r01,xgb,f_mi,233296,0.49,0.29322447248436007,0.9999970197677612,0.4482146040982447,0.15499013161388464,0.5835096795026047,7.153093858934276,0.5845665754853195
iscx_url2016_binary,phiusiil,r01,xgb,f_permutation,233296,0.57,0.2947286638914837,0.9999865293502808,0.6010601961702143,0.3063315322787306,0.5808969066653841,6.2416496446624965,0.5817141906863496
iscx_url2016_binary,phiusiil,r02,lr,f_all,233305,0.67,0.2890303481728837,0.9999759793281555,0.5398119618062719,0.2507816136333882,0.5847840779687229,5.194604294153568,0.5890812513471955
iscx_url2016_binary,phiusiil,r02,lr,f_single,233305,0.72,0.2838220306725114,0.9999495356115844,0.5300565465046501,0.24623451583213868,0.5891180267662067,4.6014970409691545,0.596269892614457
iscx_url2016_binary,phiusiil,r02,lr,f_stable,233305,0.9,0.28230849921710854,0.9999879338192184,0.5116758835734359,0.2293673843563273,0.5836870564809036,5.6055818707595675,0.5880677545536629
iscx_url2016_binary,phiusiil,r02,lr,f_mi,233305,0.59,0.28900124033559155,0.9999911956614405,0.5786024833652323,0.2896012430296408,0.5875001062689176,6.098076563359143,0.592030774989104
iscx_url2016_binary,phiusiil,r02,lr,f_permutation,233305,0.65,0.2858680218476054,0.9998031358210155,0.6129015853676123,0.3270335635200069,0.5868324425992453,4.2544987597115895,0.5942412102288699
iscx_url2016_binary,phiusiil,r02,rf,f_all,233305,0.42,0.29483788873004024,0.99528568983078,0.4052502494703042,0.11041236074026395,0.5807661697596119,15.56539340371464,0.5850236441916125
iscx_url2016_binary,phiusiil,r02,rf,f_single,233305,0.57,0.29204546833845146,1.0000000000000002,0.3660948147504103,0.07404934641195882,0.5828314529489017,19.904074062383835,0.5861159759587877
iscx_url2016_binary,phiusiil,r02,rf,f_stable,233305,0.55,0.29313082101716686,0.9950066871296178,0.5184637143082104,0.2253328932910435,0.5796800776430328,13.320169824108426,0.5835529275579652
iscx_url2016_binary,phiusiil,r02,rf,f_mi,233305,0.54,0.2929358746283674,1.0000000000000002,0.3660948147504103,0.07315894012204288,0.5815190220681516,18.172926903396025,0.5850926946999514
iscx_url2016_binary,phiusiil,r02,rf,f_permutation,233305,0.5,0.2935952596504083,1.0000000000000002,0.3660948147504103,0.072499555100002,0.5821022146486425,19.91284805854393,0.5848680825135337
iscx_url2016_binary,phiusiil,r02,xgb,f_all,233305,0.16,0.2952851874114594,0.9999966621398926,0.4913568629519014,0.19607167554044197,0.581640804072232,7.169358253490902,0.5824655835046413
iscx_url2016_binary,phiusiil,r02,xgb,f_single,233305,0.15,0.29525538515446353,0.9999978542327881,0.43052400542783337,0.13526862027336983,0.5815063055094657,7.151783624098719,0.5821122165739606
iscx_url2016_binary,phiusiil,r02,xgb,f_stable,233305,0.37,0.2946588102270769,0.9999090433120728,0.45694381842241005,0.16228500819533315,0.58168341462089,5.285399797692184,0.5823358869826504
iscx_url2016_binary,phiusiil,r02,xgb,f_mi,233305,0.19,0.29353536638172495,0.9999364614486694,0.40590300529898066,0.11236763891725571,0.5845157367567564,5.405399099097855,0.5853766339411572
iscx_url2016_binary,phiusiil,r02,xgb,f_permutation,233305,0.15,0.29528093010049505,0.99982750415802,0.6068303704836691,0.311549440383174,0.582158932822874,4.88347743996805,0.5834542511373427
iscx_url2016_binary,phiusiil,r03,lr,f_all,234331,0.88,0.28595726384771775,0.9999979734420776,0.5093760723307825,0.22341880848306478,0.5828767193034852,6.620724982612887,0.5864964866494056
iscx_url2016_binary,phiusiil,r03,lr,f_single,234331,0.39,0.2921732511319803,0.9999922242093391,0.5249144221518832,0.23274117101990294,0.5857098042178742,5.966644563154492,0.590044117626141
iscx_url2016_binary,phiusiil,r03,lr,f_stable,234331,0.4,0.29163618555890763,0.9999931059504592,0.5063967315896591,0.2147605460307515,0.586446150149414,6.118679166160007,0.5911429874330282
iscx_url2016_binary,phiusiil,r03,lr,f_mi,234331,0.84,0.2847279242760469,0.9999898441766412,0.578087197402449,0.2933592731264021,0.5853252233655221,6.060808061380309,0.5901342076032847
iscx_url2016_binary,phiusiil,r03,lr,f_permutation,234331,0.58,0.2895029056832048,0.9999928716482154,0.51382692507307,0.22432401938986524,0.58663866098191,6.111221270680695,0.5910443003569765
iscx_url2016_binary,phiusiil,r03,rf,f_all,234331,0.64,0.2935602806090918,1.0000000000000002,0.36508568719095036,0.07152540658185857,0.5792630222167533,19.728928034427348,0.5832055632067953
iscx_url2016_binary,phiusiil,r03,rf,f_single,234331,0.6,0.29384341851494694,0.9951314508276533,0.37289098524112213,0.07904756672617519,0.5787822208825468,17.340107284490024,0.5817604305458053
iscx_url2016_binary,phiusiil,r03,rf,f_stable,234331,0.73,0.29255362506981447,1.0000000000000002,0.36508568719095036,0.07253206212113589,0.5799617813592355,19.87565255516964,0.5826944404149109
iscx_url2016_binary,phiusiil,r03,rf,f_mi,234331,0.8,0.28988454195581687,1.0000000000000002,0.36508568719095036,0.07520114523513349,0.5801982464951059,18.977207310247124,0.5835185035998184
iscx_url2016_binary,phiusiil,r03,rf,f_permutation,234331,0.6,0.2945555806427335,1.0000000000000002,0.36508568719095036,0.07053010654821684,0.5789105750489983,19.84728920195413,0.5816045737458855
iscx_url2016_binary,phiusiil,r03,xgb,f_all,234331,0.65,0.2950479382203143,0.9998996257781982,0.5614516759531282,0.2664037377328139,0.579163866816605,5.244101975157195,0.5802404100415587
iscx_url2016_binary,phiusiil,r03,xgb,f_single,234331,0.56,0.29563277955290773,0.9999160766601562,0.528635153191002,0.23300237363809423,0.5787506478209992,5.1970937980636105,0.5796929092089976
iscx_url2016_binary,phiusiil,r03,xgb,f_stable,234331,0.58,0.2955946673079524,0.9998927116394043,0.5164230406531897,0.22082837334523725,0.5787959123556852,5.310732549834987,0.5796914454985087
iscx_url2016_binary,phiusiil,r03,xgb,f_mi,234331,0.95,0.2920877175492497,0.9999322891235352,0.4206156679906457,0.12852795044139598,0.5819429050886702,5.393159684861666,0.582952135324286
iscx_url2016_binary,phiusiil,r03,xgb,f_permutation,234331,0.72,0.2952726660311025,0.9999412298202515,0.5530614712748048,0.25778880524370223,0.5787355150735606,5.342280347448158,0.5798520759063261
iscx_url2016_binary,phiusiil,r04,lr,f_all,233299,0.68,0.2887407659756898,0.9999714493751526,0.5405030735438926,0.2517623075682028,0.5847456234134136,5.13825053619321,0.5891336040090495
iscx_url2016_binary,phiusiil,r04,lr,f_single,233299,0.89,0.28460467569424003,0.9999879386986086,0.5097360654966434,0.22513138980240338,0.5831215725450337,5.851216894705515,0.5866358568087252
iscx_url2016_binary,phiusiil,r04,lr,f_stable,233299,0.76,0.2833080406239824,0.9999835455500587,0.514534788496083,0.23122674787210062,0.5891676217514017,5.251687676054712,0.595811451045769
iscx_url2016_binary,phiusiil,r04,lr,f_mi,233299,0.62,0.2886748501423876,0.9999893674830143,0.5772974229319097,0.2886225727895221,0.5875062261906095,6.058304999941548,0.5920786361219411
iscx_url2016_binary,phiusiil,r04,lr,f_permutation,233299,0.64,0.28722529948581016,0.9999720069304204,0.5396707536019323,0.2524454541161221,0.5881336816571905,4.764572637967319,0.5940717851235172
iscx_url2016_binary,phiusiil,r04,rf,f_all,233299,0.43,0.2948261843373967,0.9990000128746033,0.4885769007069288,0.19375071636953206,0.5800690891901797,12.693394287295853,0.5842816810082462
iscx_url2016_binary,phiusiil,r04,rf,f_single,233299,0.61,0.29263678122583875,1.0000000000000002,0.3661007830713133,0.07346400184547452,0.580952738634711,18.206836592267685,0.5843914526486971
iscx_url2016_binary,phiusiil,r04,rf,f_stable,233299,0.6,0.29267752869625324,1.0000000000000002,0.3661007830713133,0.07342325437506003,0.5817941732150149,19.438756733433898,0.584869590442779
iscx_url2016_binary,phiusiil,r04,rf,f_mi,233299,0.61,0.292087304549413,1.0000000000000002,0.3661007830713133,0.07401347852190027,0.5821047890896086,18.738656848901556,0.5854465255263791
iscx_url2016_binary,phiusiil,r04,rf,f_permutation,233299,0.5,0.2938934994340228,1.0000000000000002,0.3661007830713133,0.07220728363729045,0.5815193080140223,17.526968438706973,0.5846434288769646
iscx_url2016_binary,phiusiil,r04,xgb,f_all,233299,0.32,0.29476649809105504,0.9999946355819702,0.5187859902514386,0.22401949216038353,0.5818715783040305,6.950510486693771,0.5826952182496172
iscx_url2016_binary,phiusiil,r04,xgb,f_single,233299,0.5,0.29463643235071807,0.9999947547912598,0.5235921184452635,0.22895568609454547,0.5813543413089248,6.988228178928124,0.5822538405305092
iscx_url2016_binary,phiusiil,r04,xgb,f_stable,233299,0.71,0.29411568927644277,0.9999971389770508,0.4534871642954976,0.15937147501905485,0.5815923172884309,7.113146286919331,0.5824333163155974
iscx_url2016_binary,phiusiil,r04,xgb,f_mi,233299,0.46,0.2931275829889348,0.9999978542327881,0.4280544327704879,0.13492684978155306,0.5839241706250409,7.10990727580899,0.584921934870367
iscx_url2016_binary,phiusiil,r04,xgb,f_permutation,233299,0.26,0.2949071709426766,0.9998534917831421,0.5924317703429361,0.29752459940025955,0.58189065017144,5.046453038019184,0.583259879482421
iscx_url2016_binary,phiusiil,r05,lr,f_all,234478,0.86,0.28652269328779084,0.9999975562095642,0.5116036441828643,0.22508095089507346,0.5824944846796855,6.530806487653982,0.5862604947367763
iscx_url2016_binary,phiusiil,r05,lr,f_single,234478,0.77,0.2872575840476625,0.9999940956559494,0.5255876544154223,0.23833007036775983,0.5852061256801326,6.112918150809728,0.5895780763862914
iscx_url2016_binary,phiusiil,r05,lr,f_stable,234478,0.8,0.2858052273606428,0.9999949682697602,0.5084533823931978,0.22264815503255503,0.5869677648720789,6.3696030395228345,0.5914450533429331
iscx_url2016_binary,phiusiil,r05,lr,f_mi,234478,0.7,0.28837591844538796,0.9999925738589571,0.5775624902345036,0.2891865717891156,0.585021034371206,6.071757981342636,0.5900250953141049
iscx_url2016_binary,phiusiil,r05,lr,f_permutation,234478,0.85,0.283606658391431,0.999996218061756,0.5127862168037892,0.2291795584123582,0.5859373672622414,6.257447864227705,0.5904340395939062
iscx_url2016_binary,phiusiil,r05,rf,f_all,234478,0.6,0.29484754346342035,1.0000000000000002,0.3649334539486157,0.07008591048519536,0.5784577110780158,18.61217048902126,0.582705255407611
